### word lemma
'hoods 'hood
tilings tile
tillandsias tillandsia
tilled till
tillers tiller
tilles till
tilling till
tills till
tilted tilt
tilting tilt
tilts tilt
timbales timbale
timber_wolves timber_wolf
timberlands timberland
timberlines timberline
timbermen timberman
timbers timber
timbres timbre
timed time
timekeepers timekeeper
timelines timeline
timepieces timepiece
timers timer
times time
timetables timetable
timing time
timings time
tinctures tincture
tincturing tincture
tinders tinder
tined tin
tines tin
tinged ting
tinges ting
tingled tingle
tingles tingle
tingling tingle
tinglings tingle
tings ting
tinkered tinker
tinkerers tinkerer
tinkering tinker
tinkerings tinker
tinkers tinker
tinkled tinkle
tinkles tinkle
tinkling tinkle
tinks tink
tinned tin
tins tin
tinseled tinsel
tinsels tinsel
tinted tint
tinting tint
tints tint
tipis tipi
tipped tip
tippers tipper
tippets tippet
tipping tip
tippled tipple
tipplers tippler
tipples tipple
tippling tipple
tips tip
tipsters tipster
tiptoed tiptoe
tiptoeing tiptoe
tiptoes tiptoe
tirades tirade
tires tire
tiring tired
tiros tiro
tis ti
tisanes tisane
tissues tissue
titanosaurians titanosaurian
titanosaurs titanosaur
titans titan
titbits titbit
titers titer
tithed tithe
tithes tithe
tithing tithe
titillated titillate
titillates titillate
titillating titillate
titled title
titles title
titling title
titos tito
titrated titrate
tits tit
tittered titter
tittering titter
titters titter
titties titty
tittles tittle
tizzies tizzy
tls tl
tms tm
tmss tm
tns tn
tnts tnt
toadies toady
toads toad
toadstools toadstool
toasted toast
toasters toaster
toasting toast
toastmasters toastmaster
toasts toast
tobacconists tobacconist
tobaccos tobacco
tobeys tobey
tobogganing toboggan
tocopherols tocopherol
todas toda
todays today
toddies toddy
toddled toddle
toddlers toddler
toddling toddle
todds todd
tods tod
toecaps toecap
toed toe
toeholds toehold
toeing toe
toenails toenail
toes toe
toffees toffee
toffs toff
togas toga
toggled toggle
toggles toggle
toggling toggle
toging tog
togs tog
toiled toil
toiles toil
toiletries toiletry
toilets toilet
toilette toilet
toilettes toilet
toiling toil
toils toil
tokamaks tokamak
tokens token
told tell
toledos toledo
tolerances tolerance
tolerated tolerate
tolerates tolerate
tolerating tolerate
toles tole
tollbooths tollbooth
tolled toll
tolles toll
tolling toll
tollkeepers tollkeeper
tolls toll
toltecs toltec
tomahawks tomahawk
tomatillos tomatillo
tomatoes tomato
tomatos tomato
tomboys tomboy
tombs tomb
tombstones tombstone
tomes tome
tomographs tomograph
tomorrows tomorrow
toms tom
tonalities tonality
toned tone
toners toner
tones tone
toness tone
tongass tonga
tongued tongue
tongues tongue
tonguing tongue
tonics tonic
tonights tonight
toning tone
tonnages tonnage
tonne ton
tonnes ton
tons ton
tonsillectomies tonsillectomy
tonsils tonsil
took take
toolboxes toolbox
tooled tool
tooling tool
toolmakers toolmaker
tools tool
toons toon
tooted toot
tooth teeth
toothaches toothache
toothbrushes toothbrush
toothpastes toothpaste
toothpicks toothpick
tooths teeth
tooting toot
tootled tootle
toots toot
top_hats top_hat
topcoats topcoat
topiaries topiary
topics topic
topknots topknot
topographies topography
topoi topos
topologies topology
topped top
toppers topper
topping top
toppings topping
toppled topple
topples topple
toppling topple
tops top
topsails topsail
topsides topside
torahs torah
torchbearers torchbearer
torched torch
torches torch
torching torch
tore tear
toreros torero
tores tore
tori torus
tories tory
tormented torment
tormenters tormenter
tormenting torment
tormentors tormentor
torments torment
torn tear
tornadoes tornado
tornados tornado
toroids toroid
torpedoed torpedo
torpedoes torpedo
torpedoing torpedo
torpedos torpedo
torques torque
torrents torrent
tors tor
torsos torso
tortes torte
tortillas tortilla
tortoises tortoise
torts tort
tortured torture
torturers torturer
tortures torture
torturing torture
torys tory
tossed toss
tossers tosser
tosses toss
tossing toss
tossings toss
tossups tossup
tostadas tostada
totaled total
totaling total
totalitarianisms totalitarianism
totalitarians totalitarian
totalized totalize
totalizes totalize
totalizing totalize
totalled total
totalling total
totals total
toted tote
totems totem
totes tote
toting tote
tots tot
totted tot
tottered totter
tottering totter
totters totter
totting tot
toucans toucan
touchbacks touchback
touchdowns touchdown
touched touch
touches touch
touching touch
touchlines touchline
touchscreens touchscreen
touchstones touchstone
toughened toughen
toughening toughen
toughens toughen
toughies toughie
toughs tough
toupees toupee
toured tour
tourers tourer
tourettes tourette
touring tour
tourings tour
tourists tourist
tournaments tournament
tourneys tourney
tourniquets tourniquet
tours tour
tousled tousle
tousles tousle
tousling tousle
touted tout
toutes tout
touting tout
touts tout
towed tow
toweled towel
toweling towel
towelling towel
towels towel
towered tower
towering tower
towers tower
towheads towhead
towing tow
towners towner
townies towny
towns town
townships township
townsmen townsman
tows tow
toxicants toxicant
toxicities toxicity
toxicologists toxicologist
toxins toxin
toyed toy
toying toy
toyotas toyota
toys toy
trabeculae trabecula
traced trace
tracers tracer
traces trace
tracheae trachea
tracing trace
tracings trace
trackballs trackball
tracked track
trackers tracker
tracking track
tracks track
tractors tractor
tracts tract
tracys tracy
traded trade
trademarked trademark
trademarking trademark
trademarks trademark
tradeoffs tradeoff
traders trader
trades trade
tradesmen tradesman
trading trade
traditionalists traditionalist
traditions tradition
traduced traduce
traducing traduce
trafficed traffic
trafficked traffic
traffickers trafficker
trafficking traffic
traffics traffic
tragedians tragedian
tragedies tragedy
tragi tragus
trailblazers trailblazer
trailed trail
trailers trailer
trailheads trailhead
trailing trail
trails trail
trained training
trainees trainee
traineeships traineeship
trainers trainer
trainings training
trainloads trainload
trainmen trainman
trains train
traipsed traipse
traipses traipse
traipsing traipse
traitors traitor
traits trait
trajectories trajectory
tramlines tramline
trammeling trammel
tramped tramp
tramping tramp
trampled trample
tramples trample
trampling trample
tramplings trample
trampolines trampoline
tramps tramp
trams tram
tramways tramway
tranced trance
trances trance
tranches tranche
trancing trance
tranquilized tranquilize
tranquilizers tranquilizer
tranquilizing tranquilize
tranquillisers tranquilliser
transacted transact
transacting transact
transactions transaction
transactors transactor
transacts transact
transcended transcend
transcendentalists transcendentalist
transcending transcend
transcends transcend
transcribed transcribe
transcribers transcriber
transcribes transcribe
transcribing transcribe
transcriptions transcription
transcripts transcript
transducers transducer
transducing transduce
transected transect
transects transect
transexuals transexual
transfered transfer
transferees transferee
transferences transference
transfering transfer
transferred transfer
transferring transfer
transfers transfer
transfigurations transfiguration
transfigured transfigure
transfigures transfigure
transfiguring transfigure
transfixed transfix
transfixing transfix
transformations transformation
transformed transform
transforming transform
transforms transform
transfused transfuse
transfuses transfuse
transfusing transfuse
transfusions transfusion
transgenes transgene
transgressed transgress
transgresses transgress
transgressing transgress
transgressions transgression
transgressors transgressor
transients transient
transistors transistor
transited transit
transiting transit
transitioned transition
transitioning transition
transitions transition
transits transit
translated translate
translates translate
translating translate
translations translation
translators translator
transliterated transliterate
transliterating transliterate
transliterations transliteration
translocated translocate
translocating translocate
translocations translocation
transmissions transmission
transmits transmit
transmittals transmittal
transmitted transmit
transmitters transmitter
transmitting transmit
transmogrified transmogrify
transmogrifies transmogrify
transmogrifying transmogrify
transmutations transmutation
transmuted transmute
transmutes transmute
transmuting transmute
transparencies transparency
transpired transpire
transpires transpire
transpiring transpire
transplantations transplantation
transplanted transplant
transplanting transplant
transplants transplant
transponders transponder
transportations transportation
transported transport
transporters transporter
transporting transport
transports transport
transposed transpose
transposes transpose
transposing transpose
transposons transposon
transsexuals transsexual
transvestites transvestite
trapes trap
trapezes trapeze
trapezia trapezium
trapezoids trapezoid
trapped trap
trappers trapper
trapping trap
trappings trapping
traps trap
trashed trash
trashes trash
trashing trash
traumas trauma
traumatised traumatize
traumatising traumatise
traumatized traumatize
traumatizes traumatize
traumatizing traumatize
travailing travail
travails travail
traveled travel
travelers traveler
traveling travel
travelled travel
travellers traveller
travelling travel
travelogue travelog
travelogues travelog
travels travel
traversals traversal
traversed traverse
traverses traverse
traversing traverse
travesties travesty
travestying travesty
trawled trawl
trawlers trawler
trawling trawl
trawls trawl
trays tray
treacheries treachery
treaded tread
treading tread
treadmills treadmill
treads tread
treasured treasure
treasurers treasurer
treasures treasure
treasuries treasury
treasuring treasure
treasurys treasury
treated treat
treaters treater
treaties treaty
treating treat
treatises treatise
treatments treatment
treats treat
trebled treble
trebles treble
trebling treble
trebuchets trebuchet
treed tree
trees tree
treetops treetop
trekked trek
trekkers trekker
trekkies trekkie
trekking trek
treks trek
trellised trellis
trellises trellis
trellising trellis
tremas trema
trembled tremble
trembles tremble
trembling tremble
tremors tremor
trenchers trencher
trenches trench
trenching trench
trended trend
trending trend
trends trend
trendss trend
trents trent
trepanning trepan
trephining trephine
trepidations trepidation
trespassed trespass
trespassers trespasser
trespasses trespass
trespassing trespass
tresses tress
trestles trestle
treys trey
triads triad
triages triage
trials trial
triangles triangle
triangulated triangulate
triangulates triangulate
triangulating triangulate
triangulations triangulation
triathlons triathlon
tribes tribe
tribesmen tribesman
tribologists tribologist
tribulations tribulation
tribunals tribunal
tribunes tribune
tributaries tributary
tributes tribute
tricked trick
trickers tricker
tricking trick
trickled trickle
trickles trickle
trickling trickle
tricks trick
tricksters trickster
tricolors tricolor
tricolours tricolour
tricycles tricycle
tridents trident
tried try
triers trier
tries try
trifled trifle
trifles trifle
trifling trifle
triggered trigger
triggering trigger
triggers trigger
triglycerides triglyceride
trigrams trigram
trikes trike
trilled trill
trilling trill
trillions trillion
trillionths trillionth
trills trill
trilobites trilobite
trilogies trilogy
trimarans trimaran
trimesters trimester
trimmed trim
trimmers trimmer
trimming trim
trimmings trim
trims trim
trines trine
trinidadians trinidadian
trinkets trinket
trios trio
tripes trip
tripled triple
triples triple
triplets triplet
triplicated triplicate
tripling triple
triplings triple
tripods tripod
tripolis tripoli
tripped trip
trippers tripper
tripping trip
trips trip
triptychs triptych
tritons triton
triumphed triumph
triumphing triumph
triumphs triumph
triumvirates triumvirate
trivets trivet
trivialised trivialise
trivialises trivialise
trivialising trivialise
trivialities triviality
trivialized trivialize
trivializes trivialize
